appid,name,genres,categories
2297510,Valravn,"Action, Indie","Single-player, Steam Achievements, Family Sharing"
2297530,Gabenwood 3: 99 Hidden Yen,Casual,"Single-player, Steam Achievements, Family Sharing"
2297540,The Hero's Journey through Time,"Action, Adventure, Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
2297570,Proxy Adventure: Simulation Room,"Indie, Strategy","Single-player, Steam Achievements, Custom Volume Controls, Keyboard Only Option, Mouse Only Option, Playable without Timed Input, Family Sharing"
2297590,Glory Hunters,"Action, Adventure, Indie, RPG","Single-player, Full controller support, Family Sharing"
2297600,Dreamwalker,Indie,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
2297650,Re:Fresh,"Adventure, Casual","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
2297670,Chivalrish,"Casual, Indie","Single-player, Captions available, Family Sharing"
2297690,Honey Time! With Pooh!,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing"
2297800,Fear Tape,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
2297880,CODING ROBO,"Action, Casual, Indie, Strategy","Single-player, Family Sharing"
2297960,Relic Odyssey: Ruins Of Xantao,"Action, Adventure, Casual, Indie, RPG, Early Access","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
2297990,Reversed Rebecca,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Stereo Sound, Family Sharing"
2298010,Chrome Wolf,"Adventure, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
2298020,Escape from Mu,"Adventure, Indie","Single-player, Steam Achievements, Captions available, Partial Controller Support, Steam Cloud, Family Sharing"
2298040,Alien Garden Playtest,,
2298060,Polyrhythm Master,"Action, Casual","Single-player, Steam Achievements, Family Sharing"
2298070,KORG Gadget VR,Audio Production,"Single-player, VR Only"
2298080,Snafu,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
2298140,RUN GUN ZR,"Action, Adventure, Indie, Simulation, Sports","Single-player, Steam Achievements, VR Only, Family Sharing"
2298160,WarZone,"Action, Casual, Indie","Single-player, Full controller support, Family Sharing"
2298210,Physical Layer,"Action, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
2298250,GearGrit,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing"
2298280,Curse of Kisera,"Adventure, RPG","Single-player, Family Sharing"
2298300,CARNAGE OFFERING TD,Strategy,"Single-player, Steam Achievements, Family Sharing"
2298330,HellFurnace,"Action, Free To Play, Indie",Single-player
2298350,The Lost Sheep,"Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
2298380,These Doomed Isles Playtest,,
2298390,Paranormal VHS,"Adventure, Indie","Single-player, Full controller support, Family Sharing"
2298460,Strawb,Casual,"Single-player, Partial Controller Support, Family Sharing"
2298480,SEMMELWEIS,Adventure,"Single-player, Full controller support, Family Sharing"
2298500,Feudal Fantasy Incremental,"Casual, Indie, Simulation, Strategy","Single-player, Family Sharing"
2298560,Hot Ice,"Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing"
2298570,Elsia War,"Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
2298590,SEX with HITLER: WW2,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
2298610,Click & Cum 💘💦,"Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
2298620,Raiders of Valhalla,"Action, Casual, Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
2298630,E30 Drift Car Simulator,"Action, Indie, Racing, Simulation, Sports","Single-player, Family Sharing"
2298650,Magnet Mania 3D,"Adventure, Casual, Indie, Racing, Simulation, Strategy","Single-player, Family Sharing"
2298660,Fallen Symphony,"Action, Indie, RPG","Single-player, Full controller support, Family Sharing"
2298690,Realpolitiks 3: Earth and Beyond,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing"
2298730,Neko-chan's Club,"Casual, Indie","Single-player, Steam Achievements, Family Sharing"
2298740,Sinister Soul,Adventure,"Single-player, Steam Achievements, Full controller support, Captions available, Family Sharing"
2298750,Lakatos,"Action, Adventure, Casual, Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Family Sharing"
2298880,Breast Simulator,"Action, Adventure, Simulation","Single-player, Steam Leaderboards, Family Sharing"
2298900,Vacation Adventures: Cruise Director 8 Collector's Edition,"Adventure, Casual, Indie","Single-player, Family Sharing"
2298940,Federation,"Indie, Simulation, Strategy","Single-player, Includes level editor, Family Sharing"
2298950,Flying Tank,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing"
2298960,The Mimics,"Action, Casual, Indie, Massively Multiplayer, RPG, Simulation, Sports","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing"
2298990,Web Crawlies {Multiplayer},Indie,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Partial Controller Support, Family Sharing"
2299040,DIGITAL EXORCIST,"Adventure, Indie, RPG","Single-player, Partial Controller Support"
2299080,Grippy Golf,"Action, Indie, Sports","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing"
2299130,SEX Doll Simulator🔞,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
2299150,Dusk of the Cage,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Family Sharing"
2299230,Duckball,"Action, Casual, Indie, Free To Play","Single-player, Multi-player, PvP, Online PvP, Full controller support"
2299240,Fateweaver: Smash or Pass,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Full controller support, Family Sharing"
2299270,The Abyss,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing"
2299280,Angry Cubes,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Family Sharing"
2299920,CARTOONITE,"Racing, Free To Play","Single-player, Multi-player"
2670700,Whispers of the Citadel,"Casual, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
2670720,3D PUZZLE - Farming 2,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Strategy","Single-player, Family Sharing"
2670730,3D PUZZLE - Kingdom in dark,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing"
2670740,Run and Hide,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing"
2670770,Jewel Legends Atlantis,Casual,"Single-player, Family Sharing"
2670780,Death Row Escape,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
2670800,Sunrise GP,"Action, Casual, Indie, Racing, Simulation, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing"
2670810,Candy Bandits,"Casual, Indie","Multi-player, PvP, Online PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Stats, Family Sharing"
2670830,Battle Wave,"Action, Casual","Single-player, Family Sharing"
2670860,Legend of Inca - Mystical Culture,Casual,"Single-player, Steam Cloud, Family Sharing"
2670890,是真的狗,"Action, Casual, Indie","Single-player, Steam Achievements"
2670900,Dungeon Core Master,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
2670920,Nut City Blues,"Adventure, Casual, Indie","Single-player, Steam Achievements"
2670940,OhMyRace!,"Action, Casual, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Family Sharing"
2670960,因狄斯2：燃烧的火种,"Adventure, Indie, RPG, Strategy","Single-player, Steam Cloud, Family Sharing"
2670980,Elves vs Goblins Mahjongg World,Casual,"Single-player, Steam Cloud, Family Sharing"
2671000,时空传说-佣兵王战记内测,,
2671010,Turtle Riders,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
2671020,月光下的冒险-Moonlight Adventure,"Adventure, Casual, Indie, Strategy","Single-player, Family Sharing"
2671050,Shouldermen,"Casual, Early Access","Single-player, Steam Achievements, Captions available, Family Sharing"
2671090,Death Front,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Family Sharing"
2671110,Sex Simulator - Naughty Waitress,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing"
2671180,Infected Frontier,"Action, Adventure, Casual, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Cloud, Family Sharing"
2671190,萌宠拆拆乐 Playtest,,
2671200,RGBounce,"Action, Indie","Single-player, Family Sharing"
2671210,Minesweeper Collector 2,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing"
2671230,BLADECHIMERA,"Action, Indie","Single-player, Steam Achievements, Full controller support, Camera Comfort, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Steam Cloud, Family Sharing"
2671270,Battle Poet,"Strategy, Free To Play","Single-player, Steam Cloud"
2671300,Trailblazers: Into the March,"Adventure, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
2671310,Block-ed,"Casual, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Includes level editor, Family Sharing"
2671320,Hidden Cats in Tokyo,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
2671350,THE MULLER-POWELL PRINCIPLE: Foreword,"Action, Adventure, Indie",Single-player
2671440,Clutter Puzzle Magazine Vol. 15 No. 1 Collector's Edition,"Casual, Indie","Single-player, Family Sharing"
2671450,E-Lich: Corporate Souls,"Action, Casual, Indie, RPG, Early Access","Single-player, Full controller support, Family Sharing"
2671460,Paper Protocol,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing"
2671480,Car Parking Real Driving Sim,"Action, Indie, Racing, Simulation","Single-player, Family Sharing"
2671550,Spellz: Mastery or Death,"Action, Adventure, Indie, RPG, Strategy, Early Access","Single-player, Full controller support, Steam Cloud, Family Sharing"
2671590,WORMHOLE,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing, Steam Timeline"
2671600,Neon Shift,"Action, Indie, Racing","Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing"
2671610,Murder Party: Horror Hunt,"Action, Casual, Indie, Strategy","Multi-player, PvP, Online PvP, Steam Achievements, Family Sharing"
2671700,Hero Manager,"Indie, RPG, Simulation, Strategy","Single-player, Full controller support, Family Sharing"
2671710,Wild Thaw,"Adventure, Casual, Indie, Free To Play",Single-player
2671720,Simply Rotate,"Adventure, Casual, Indie",Single-player
2671730,Hans,"Casual, Indie, RPG, Simulation",Single-player
2671740,Heart-S-Truck,Indie,Single-player
2671760,Plinio Needs a Hand,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Stats, Family Sharing"
2671770,HackeRPG,"Action, Indie, Strategy, Early Access","Single-player, Family Sharing"
2671780,Diamond Dash: Plaid Peril,Action,"Single-player, Family Sharing"
2671790,Infinity Sky,"Action, Racing","Single-player, Family Sharing"
2671800,Midnight Blanc,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Family Sharing"
2671820,Of Dead Earth,"Action, Adventure","Single-player, Full controller support"
2671870,Play Together Playtest,,
2671880,Fortress Defense,"Action, Adventure, Casual, Strategy, Early Access","Single-player, Family Sharing"
2671970,My Suika - Watermelon Game,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
2671980,Conductor Cat,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
2671990,Spooky Spins Returns : Crazy Cash Edition - Slots,"Casual, Indie, Simulation","Single-player, Family Sharing"
2672010,REDCALL,"Action, Indie","Single-player, Full controller support, Remote Play Together, Family Sharing"
2672020,Llewl,"Adventure, Indie, RPG","Single-player, Full controller support, Family Sharing"
2672030,たんぽぽプラネット-Dandelion Planet-,"Adventure, Indie, Simulation, Early Access","Single-player, Family Sharing"
2672050,Ashes of Sombtir,"Adventure, Indie, RPG","Single-player, Family Sharing"
2672060,Other Side Of Mist And Mountain,"Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Family Sharing"
2672070,Flowereverie,"Indie, Early Access","Single-player, Steam Achievements, Family Sharing"
2672080,奇略围棋,"Casual, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Family Sharing"
2672090,Cats and Seek: Osaka,"Casual, Indie","Single-player, Steam Achievements, Full controller support"
2672110,Fantastic Orc,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
2672130,Bloodshots,Action,Single-player
2672170,Alien Tag,"Action, Adventure, Casual, Indie, Massively Multiplayer, Free To Play, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Tracked Controller Support, VR Only"
2672230,KOCO,"Action, Adventure, Casual, Indie","Single-player, Family Sharing"
2672260,Evil Corporation,"Adventure, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Family Sharing"
2672290,Free Chess,"Casual, Free To Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op"
2672300,隠し城,"Adventure, Indie","Single-player, Family Sharing"
2672350,Jewel Legends - Tree of Life,"Action, Casual, Indie","Single-player, Family Sharing"
2672430,Guardians of Eden-Embrace of the Forest,"Casual, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
2672470,Unloop,"Action, Adventure","Single-player, Family Sharing"
2672500,Become an Adventurer,"Action, Adventure, Indie, Simulation","Single-player, Family Sharing"
2672510,Kinky Cosplay Heroes,"Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Family Sharing"
2672520,Versebound,"Action, Indie","Single-player, Steam Achievements, Family Sharing"
2672550,Solus Machina,"Action, Adventure, Indie","Single-player, Family Sharing"
2672620,CoopScoop,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Captions available, Stereo Sound, Subtitle Options, Surround Sound, Stats, Family Sharing"
2672660,Wizards Quest - Adventure in the Kingdom,Casual,"Single-player, Steam Cloud, Family Sharing"
2672680,Living Pages - Children's Interactive Book,"Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing"
2672740,Archie's Ribs,"Action, Adventure, Casual, Indie","Single-player, Full controller support, Family Sharing"
2672760,Maza,Adventure,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Mouse Only Option, Steam Cloud, Family Sharing"
2672770,Hexle,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
2672780,New Zealand Jigsaw Puzzles,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Family Sharing"
2672790,Weekend solitaire: Summer village,Casual,"Single-player, Family Sharing"
2672840,Gambetto,Strategy,"Single-player, Steam Achievements, Steam Cloud, Family Sharing"
2672850,A Game About Flicking A Switch,"Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
2672860,Famine Way,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing"
2672880,Biomeinoes,"Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing"
2672900,DOMINO - The Little One,"Adventure, Indie","Single-player, Full controller support"
2672970,Immortal Love: Polar Lights Collector's Edition,"Adventure, Casual","Single-player, Family Sharing"
2672980,Idyllic cats: japan,"Adventure, Indie, Massively Multiplayer, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing"
2672990,The Line TD,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Full controller support, Family Sharing"
2673000,Christmas Runner,"Action, Indie, Racing, Sports","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing"
2673010,Sisyphus Paradox,"Action, Indie, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
2673020,Word Relay,"Casual, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Leaderboards, Family Sharing"
2673060,Moi Moi Heroes,"Action, Casual, Indie, Racing, Strategy, Early Access","Single-player, Partial Controller Support"
2673070,Ardem Playtest,,
2673080,Jurassic Park Classic Games Collection,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing"
2673160,Shopping in a Winter Zombieland,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
2673170,深层宝藏 Deep Treasure,"Adventure, Indie, RPG","Single-player, Family Sharing"
2673210,Package Unknown,"Action, Adventure, Simulation","Single-player, Steam Achievements, Full controller support, Family Sharing"
2673240,Sorcevival,Action,"Single-player, Steam Achievements, Full controller support, Camera Comfort, Color Alternatives, Adjustable Difficulty, Playable without Timed Input, Steam Cloud, Family Sharing"
2673260,Run x Gun,"Action, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
2673310,Gacha Fever,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing"
2673330,Sees Game,"Action, Casual, Indie, Racing, Strategy","Single-player, Multi-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing"
2673370,KARAKURI Colosseum,"Action, Casual","Single-player, Tracked Controller Support, VR Only, Family Sharing"
2673380,OG Puzzlers: Synthwave Boats,"Casual, Indie","Single-player, Steam Achievements, Family Sharing"
2673430,Mini-Tank Arena,"Action, Indie, Massively Multiplayer","Multi-player, PvP, Online PvP"
2673440,Rogue Climber,"Action, Indie, RPG, Strategy, Early Access","Single-player, Full controller support, Family Sharing"
2673450,Mr. Sanna Clozz,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
2673460,TBAS Study Pro,"Simulation, Education",
2673480,Infested Grounds,"Action, Adventure","Single-player, Full controller support, Family Sharing"
2673490,Seifuku Kanojo,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
2673530,PathoBLASTA VS,"Action, Adventure, Indie, Simulation, Strategy","Single-player, Partial Controller Support, Family Sharing"
2673560,Wolf Knight Memoir,"Action, Adventure, Indie","Single-player, Full controller support, Family Sharing"
2673570,Backgammon + Checkers + Mills,Casual,"Single-player, Multi-player, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing"
2673590,Winter Games Challenge,"Racing, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing"
2673660,Sonar Shock,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
2914410,Escape: Left to die Beta,,
3069620,Dog,"Simulation, Free To Play",Single-player
3069630,Galaxy Princess Zorana,"Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
3069690,Seas of Hydra,"Casual, Indie, Simulation","Single-player, Full controller support, Family Sharing"
3069800,Forest Dump,"Adventure, Indie, Strategy","Single-player, Family Sharing"
3069810,Rocket Rats,"Action, Casual","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3069820,Good News,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Family Sharing"
3069840,Surfriders,"Action, Adventure, Indie, Sports","Single-player, Steam Achievements, Full controller support, Family Sharing"
3069860,Kawaii Slime,"Casual, Free To Play","Single-player, Steam Achievements"
3069870,Apartment Story,"Indie, Simulation","Single-player, Full controller support, Family Sharing"
3069880,Glyde The Dragon™ - Prologue,"Action, Adventure, Free To Play","Single-player, Partial Controller Support"
3069890,Alon,"Action, Adventure, Casual, Indie, Free To Play","Single-player, Steam Achievements, Steam Cloud"
3069900,Forbidden Ward: Raunchy Recovery Plan,"Adventure, Casual","Single-player, Family Sharing"
3069930,Fungi Fantastico,"Adventure, Casual, Simulation","Single-player, Family Sharing"
3069990,RantCPU Clickbait,"Casual, Indie, Massively Multiplayer, Simulation, Strategy, Free To Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Stats, Commentary available"
3070000,Oguzok Horror,"Action, Adventure, Indie, Simulation","Single-player, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Stereo Sound, Surround Sound, Family Sharing"
3070010,Brentwood,"Adventure, Casual, Indie","Single-player, Full controller support, Family Sharing"
3070020,Automaton Heart,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing"
3070030,Stunt Granny,"Action, Casual, Racing","Single-player, Steam Achievements, Full controller support, Family Sharing"
3070040,Kemotaku,"Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3070070,TCG Card Shop Simulator,"Simulation, Early Access","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
3070090,Pixel Horizons,"Action, Adventure, Casual, Indie, RPG, Simulation, Free To Play","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer"
3070150,Mobile Police Officer EARTH Gumble,"Action, Free To Play","Single-player, Partial Controller Support"
3070170,Artovya Playtest,,
3070180,Aubergine,"Simulation, Free To Play","Single-player, Stats, Steam Leaderboards"
3070210,Fame,RPG,"Single-player, Steam Achievements, Family Sharing"
3070240,Derpy's Fun House,"Casual, Indie, Free To Play",Single-player
3070260,Monkeys & Typewriters!,"Simulation, Early Access","Single-player, In-App Purchases, Family Sharing"
3070320,Crystal Covenant,"Adventure, Casual, Indie, RPG","Single-player, Partial Controller Support, Family Sharing"
3070330,Croissant,"Action, Indie, Simulation, Free To Play","Single-player, Steam Achievements, Full controller support, Playable without Timed Input, Save Anytime, Steam Cloud"
3070340,Escape From Clive,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Partial Controller Support, Steam Cloud, Family Sharing"
3070350,Danger and Deadlier,"Action, Adventure, Casual, RPG, Strategy","Single-player, Multi-player, PvP, Partial Controller Support, Steam Cloud, Family Sharing"
3070370,Invasion of The Halloween Fiends,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing"
3070380,Space Will,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing"
3070390,Master Lemon: The Quest for Iceland,"Adventure, Casual, Indie","Single-player, Full controller support, Family Sharing"
3070400,Late Shift,"Action, Adventure, Indie","Single-player, Family Sharing"
3070410,Lock In,"Action, Indie, Strategy, Early Access","Multi-player, PvP, Online PvP, Family Sharing"
3070430,Nova Era: Atom,"Action, Adventure, Casual, Massively Multiplayer, RPG, Strategy, Free To Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op"
3070450,Night Blood W : Cutthroat Wolf,"Action, Indie, RPG","Single-player, Family Sharing"
3070460,Cake Platformer,"Adventure, Casual","Single-player, Steam Achievements, Family Sharing"
3070470,Wisps of the Elements - Playtest,,
3070490,Path of Hero. Story of Dartes,"Adventure, Indie, RPG","Single-player, Family Sharing"
3070500,Coin,"Simulation, Free To Play","Single-player, Steam Achievements, In-App Purchases"
3070510,Cat Clicker,Indie,"Single-player, Family Sharing"
3070520,Granny: Escape Together,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
3070530,魔塔史话：开篇,"Adventure, Strategy","Single-player, Steam Achievements, Family Sharing"
3070550,AnyMe Cam,"Free To Play, Utilities",In-App Purchases
3070560,Slum Guide,"Adventure, Casual","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
3070570,The Paradixion: Christmas,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing"
3070580,The Home Into The Woods,"Indie, Strategy, Free To Play",Single-player
3070590,Snowfall Symphony - A tale of Crustallus,"Adventure, Indie, Free To Play",Single-player
3070600,Senpai and the Mysterious Island,"Adventure, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
3070610,Magical Princess Lily,"Adventure, RPG","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
3070620,Ninja Ordinance,"Adventure, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
3070650,群島物語 - 實習鍊金術士的 90 天之旅,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Single-player, Color Alternatives, Custom Volume Controls, Keyboard Only Option, Save Anytime, Steam Cloud, Family Sharing"
3070690,Phantom10,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
3070700,KeyBound,"Action, Adventure, Indie","Single-player, Full controller support, Family Sharing"
3070720,INTERGALACTICORP.,"Action, Adventure, Indie, Simulation","Single-player, Full controller support, Family Sharing"
3070830,MOANera,"Casual, Indie, Free To Play","Single-player, Steam Achievements, In-App Purchases"
3070850,Distant,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing"
3070860,Pirates of the storm,"Indie, Strategy","Single-player, Family Sharing"
3070880,Farming & Supermarket Simulator,"Adventure, Casual, Indie, Simulation, Early Access","Single-player, Steam Achievements, Family Sharing"
3070890,Clothing,"Casual, Indie, Free To Play","Single-player, Steam Achievements, In-App Purchases"
3070920,Eggplant,"Casual, Indie, Simulation, Free To Play","Single-player, Steam Achievements, In-App Purchases, Stats"
3071000,The Pilgrim's Progress,"Action, Adventure, Indie, RPG","Single-player, Family Sharing"
3071010,Collectibles!,"Casual, Indie, Free To Play","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Stats, Steam Leaderboards"
3071030,HackSlash,"Action, Adventure, Casual, Indie, RPG","Single-player, Family Sharing"
3071050,Apple Run,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing"
3071060,Arrive In Time,"Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
3071070,King's Beat,"Action, Indie","Single-player, Steam Achievements, Family Sharing"
3071080,Heartless Rogue,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing"
3071100,Last Mind Standing,Action,"Single-player, Full controller support, Family Sharing"
3071120,IZGUB 2001,Indie,"Single-player, Steam Achievements, Family Sharing"
3071150,One Dash Star,"Casual, Indie, Simulation","Single-player, Family Sharing"
